trip_id,pickup_zone_id,drop_zone_id,drop_zone_type,request_ts,trip_distance_km,captain_cancelled,got_return_fare_within_20min,fare_inr
TRP00022523,APT-T2,CBD-01,city_core,2026-05-01 01:00:00,7.68,0,1,142.0
TRP00042817,APT-T1,TECH-03,tech_park,2026-05-01 01:00:00,10.91,0,1,139.0
TRP00054737,APT-T1,SUB-07,suburban,2026-05-01 01:00:00,15.58,1,0,256.0
TRP00046877,APT-T1,SUB-11,suburban,2026-05-01 01:00:00,10.24,0,0,181.0
TRP00042309,APT-T1,SUB-11,suburban,2026-05-01 01:00:00,45.84,0,0,661.0
TRP00054279,APT-T1,CBD-02,city_core,2026-05-01 01:00:00,12.36,0,0,214.0
TRP00059025,APT-T2,SUB-07,suburban,2026-05-01 01:00:00,36.56,0,0,534.0
TRP00017234,APT-T1,CBD-01,city_core,2026-05-01 01:00:00,13.01,0,0,196.0
TRP00010617,APT-T1,CBD-02,city_core,2026-05-01 01:00:00,13.74,0,1,213.0
TRP00021453,APT-T2,CBD-02,city_core,2026-05-01 01:00:00,13.45,1,0,223.0
TRP00024896,APT-T2,SUB-07,suburban,2026-05-01 01:00:00,30.59,0,0,433.0
TRP00029354,APT-T2,CBD-01,city_core,2026-05-01 01:00:00,16.15,0,1,265.0
TRP00057979,APT-T2,CBD-01,city_core,2026-05-01 01:00:00,11.65,0,1,203.0
TRP00044426,APT-T2,TECH-03,tech_park,2026-05-01 01:00:00,18.57,0,1,331.0
TRP00029317,APT-T2,CBD-02,city_core,2026-05-01 01:00:00,8.4,0,0,123.0
TRP00059470,APT-T2,SUB-11,suburban,2026-05-01 01:00:00,21.84,0,0,294.0
TRP00032075,APT-T2,TECH-03,tech_park,2026-05-01 01:00:00,24.2,0,1,395.0
TRP00053526,APT-T1,SUB-07,suburban,2026-05-01 01:00:00,29.27,1,0,435.0
TRP00024722,APT-T1,TECH-03,tech_park,2026-05-01 01:00:00,8.95,0,1,110.0
TRP00052500,APT-T1,SUB-07,suburban,2026-05-01 01:00:00,26.04,0,0,380.0
TRP00034752,APT-T2,TECH-03,tech_park,2026-05-01 01:00:00,27.56,0,1,442.0
TRP00017911,APT-T1,SUB-11,suburban,2026-05-01 02:00:00,26.19,0,0,378.0
TRP00049803,APT-T1,SUB-07,suburban,2026-05-01 02:00:00,12.34,0,0,198.0
TRP00020842,APT-T1,CBD-01,city_core,2026-05-01 02:00:00,19.89,0,0,317.0
TRP00036224,APT-T2,SUB-07,suburban,2026-05-01 02:00:00,19.07,0,0,281.0
TRP00004073,APT-T2,SUB-11,suburban,2026-05-01 02:00:00,14.42,0,0,274.0
TRP00006863,APT-T2,SUB-11,suburban,2026-05-01 02:00:00,33.93,0,0,514.0
TRP00031722,APT-T2,TECH-03,tech_park,2026-05-01 02:00:00,22.97,0,0,342.0
TRP00048892,APT-T2,SUB-11,suburban,2026-05-01 02:00:00,16.16,0,0,280.0
TRP00049333,APT-T1,CBD-01,city_core,2026-05-01 02:00:00,9.45,0,1,189.0
TRP00005216,APT-T1,SUB-11,suburban,2026-05-01 02:00:00,34.43,0,0,474.0
TRP00058094,APT-T2,CBD-02,city_core,2026-05-01 02:00:00,15.98,0,1,260.0
TRP00045987,APT-T2,CBD-01,city_core,2026-05-01 02:00:00,21.66,0,0,388.0
TRP00043023,APT-T2,SUB-11,suburban,2026-05-01 02:00:00,22.42,0,0,331.0
TRP00018189,APT-T1,CBD-01,city_core,2026-05-01 02:00:00,7.84,0,0,137.0
TRP00005722,APT-T1,TECH-03,tech_park,2026-05-01 02:00:00,29.4,0,0,428.0
TRP00002820,APT-T1,CBD-01,city_core,2026-05-01 02:00:00,10.83,0,0,196.0
TRP00012409,APT-T1,CBD-02,city_core,2026-05-01 02:00:00,10.8,0,0,169.0
TRP00046155,APT-T2,CBD-01,city_core,2026-05-01 02:00:00,11.55,1,0,151.0
TRP00007359,APT-T1,SUB-11,suburban,2026-05-01 02:00:00,40.41,0,0,588.0
TRP00026949,APT-T1,SUB-11,suburban,2026-05-01 02:00:00,16.3,0,0,278.0
TRP00016353,APT-T1,TECH-03,tech_park,2026-05-01 02:00:00,9.07,0,0,162.0
TRP00002416,APT-T1,TECH-03,tech_park,2026-05-01 02:00:00,7.31,1,0,131.0
TRP00025953,APT-T2,SUB-11,suburban,2026-05-01 02:00:00,29.11,1,0,428.0
TRP00038631,APT-T1,SUB-11,suburban,2026-05-01 02:00:00,26.52,0,0,405.0
TRP00046364,APT-T2,SUB-11,suburban,2026-05-01 02:00:00,19.63,0,0,267.0
TRP00008413,APT-T1,SUB-07,suburban,2026-05-01 02:00:00,31.5,0,0,451.0
TRP00044448,APT-T1,CBD-01,city_core,2026-05-01 02:00:00,8.78,0,0,195.0
TRP00000274,APT-T1,CBD-02,city_core,2026-05-01 02:00:00,12.08,0,0,229.0
TRP00029306,APT-T2,SUB-07,suburban,2026-05-01 02:00:00,29.86,1,0,460.0
TRP00048223,APT-T1,SUB-07,suburban,2026-05-01 02:00:00,21.58,1,0,334.0
TRP00036073,APT-T1,SUB-07,suburban,2026-05-01 02:00:00,21.28,1,0,314.0
TRP00020409,APT-T1,CBD-01,city_core,2026-05-01 02:00:00,8.71,0,1,166.0
TRP00048411,APT-T1,SUB-11,suburban,2026-05-01 02:00:00,4.87,0,0,116.0
TRP00035144,APT-T2,SUB-07,suburban,2026-05-01 02:00:00,46.52,0,0,634.0
TRP00019865,APT-T2,CBD-01,city_core,2026-05-01 02:00:00,11.29,0,1,176.0
TRP00055243,APT-T2,CBD-02,city_core,2026-05-01 02:00:00,8.32,1,1,145.0
TRP00021295,APT-T2,CBD-01,city_core,2026-05-01 02:00:00,4.85,0,1,79.0
TRP00045210,APT-T2,CBD-02,city_core,2026-05-01 02:00:00,13.45,0,0,231.0
TRP00035274,APT-T2,CBD-02,city_core,2026-05-01 02:00:00,10.85,1,0,211.0
TRP00059864,APT-T2,TECH-03,tech_park,2026-05-01 02:00:00,8.26,0,1,197.0
TRP00003632,APT-T2,SUB-07,suburban,2026-05-01 02:00:00,21.95,1,0,306.0
TRP00042842,APT-T1,SUB-11,suburban,2026-05-01 02:00:00,20.97,1,0,319.0
TRP00042745,APT-T1,CBD-01,city_core,2026-05-01 03:00:00,19.16,0,0,300.0
TRP00023016,APT-T2,SUB-07,suburban,2026-05-01 03:00:00,17.96,1,0,271.0
TRP00057395,APT-T1,SUB-07,suburban,2026-05-01 03:00:00,44.9,0,0,632.0
TRP00053570,APT-T1,SUB-11,suburban,2026-05-01 03:00:00,23.7,0,0,364.0
TRP00003718,APT-T2,TECH-03,tech_park,2026-05-01 03:00:00,6.59,0,1,119.0
TRP00027829,APT-T1,SUB-07,suburban,2026-05-01 03:00:00,27.35,1,0,406.0
TRP00034056,APT-T2,SUB-07,suburban,2026-05-01 03:00:00,33.64,0,0,488.0
TRP00018484,APT-T1,SUB-11,suburban,2026-05-01 03:00:00,17.91,0,0,280.0
TRP00026648,APT-T1,CBD-01,city_core,2026-05-01 03:00:00,6.73,0,1,112.0
TRP00013332,APT-T1,CBD-01,city_core,2026-05-01 03:00:00,16.16,1,1,256.0
TRP00043756,APT-T1,SUB-07,suburban,2026-05-01 03:00:00,31.2,1,0,486.0
TRP00031468,APT-T1,SUB-11,suburban,2026-05-01 03:00:00,24.23,0,0,326.0
TRP00000493,APT-T2,SUB-11,suburban,2026-05-01 03:00:00,20.04,1,0,287.0
TRP00052812,APT-T1,CBD-01,city_core,2026-05-01 03:00:00,25.87,0,1,405.0
TRP00033449,APT-T1,SUB-07,suburban,2026-05-01 03:00:00,20.56,0,0,287.0
TRP00045729,APT-T1,CBD-01,city_core,2026-05-01 03:00:00,9.09,0,0,139.0
TRP00008213,APT-T2,SUB-07,suburban,2026-05-01 03:00:00,42.56,0,0,598.0
TRP00054539,APT-T2,CBD-01,city_core,2026-05-01 03:00:00,7.67,0,1,128.0
TRP00037258,APT-T1,CBD-02,city_core,2026-05-01 03:00:00,15.24,0,0,264.0
TRP00022550,APT-T1,CBD-02,city_core,2026-05-01 03:00:00,11.34,0,0,222.0
TRP00032512,APT-T1,CBD-01,city_core,2026-05-01 03:00:00,13.47,0,0,224.0
TRP00046865,APT-T1,SUB-11,suburban,2026-05-01 03:00:00,42.27,1,0,603.0
TRP00005033,APT-T1,CBD-02,city_core,2026-05-01 03:00:00,24.15,0,0,371.0
TRP00012747,APT-T1,CBD-01,city_core,2026-05-01 03:00:00,4.39,0,1,141.0
TRP00039420,APT-T2,CBD-02,city_core,2026-05-01 03:00:00,10.52,0,0,168.0
TRP00001577,APT-T1,CBD-02,city_core,2026-05-01 03:00:00,19.3,0,1,272.0
TRP00050444,APT-T1,CBD-02,city_core,2026-05-01 03:00:00,7.65,0,1,142.0
TRP00044246,APT-T1,TECH-03,tech_park,2026-05-01 03:00:00,13.66,0,0,271.0
TRP00018169,APT-T2,SUB-07,suburban,2026-05-01 03:00:00,27.28,0,0,424.0
TRP00044264,APT-T2,CBD-01,city_core,2026-05-01 03:00:00,17.66,1,1,286.0
TRP00008280,APT-T2,CBD-02,city_core,2026-05-01 03:00:00,23.46,0,1,344.0
TRP00039164,APT-T2,SUB-07,suburban,2026-05-01 03:00:00,31.9,1,0,426.0
TRP00059433,APT-T1,TECH-03,tech_park,2026-05-01 03:00:00,12.26,0,0,208.0
TRP00031821,APT-T1,SUB-11,suburban,2026-05-01 03:00:00,26.02,0,1,354.0
TRP00045885,APT-T2,SUB-07,suburban,2026-05-01 03:00:00,16.66,0,0,272.0
TRP00012976,APT-T1,SUB-11,suburban,2026-05-01 03:00:00,14.91,0,0,278.0
TRP00047048,APT-T1,SUB-07,suburban,2026-05-01 03:00:00,25.41,0,0,381.0
TRP00018976,APT-T2,CBD-01,city_core,2026-05-01 03:00:00,16.68,0,0,250.0
TRP00024986,APT-T1,SUB-11,suburban,2026-05-01 03:00:00,24.01,0,0,373.0
TRP00045525,APT-T1,SUB-11,suburban,2026-05-01 03:00:00,23.49,0,1,371.0
TRP00039842,APT-T1,TECH-03,tech_park,2026-05-01 03:00:00,19.06,0,0,305.0
TRP00031350,APT-T1,SUB-07,suburban,2026-05-01 03:00:00,21.02,0,0,338.0
TRP00016994,APT-T2,CBD-01,city_core,2026-05-01 03:00:00,7.89,0,1,164.0
TRP00025873,APT-T2,SUB-11,suburban,2026-05-01 03:00:00,20.12,0,0,295.0
TRP00024901,APT-T1,CBD-02,city_core,2026-05-01 03:00:00,13.04,1,1,219.0
TRP00057855,APT-T2,CBD-02,city_core,2026-05-01 04:00:00,3.66,0,1,91.0
TRP00054232,APT-T2,SUB-07,suburban,2026-05-01 04:00:00,15.45,0,0,246.0
TRP00015482,APT-T1,SUB-11,suburban,2026-05-01 04:00:00,36.13,0,0,553.0
TRP00056161,APT-T1,CBD-01,city_core,2026-05-01 04:00:00,15.62,0,1,242.0
TRP00039397,APT-T2,SUB-11,suburban,2026-05-01 04:00:00,31.06,0,0,457.0
TRP00053286,APT-T1,CBD-02,city_core,2026-05-01 04:00:00,14.8,0,1,252.0
TRP00034731,APT-T2,TECH-03,tech_park,2026-05-01 04:00:00,19.22,0,1,302.0
TRP00045598,APT-T2,CBD-01,city_core,2026-05-01 04:00:00,16.52,0,0,248.0
TRP00006821,APT-T1,SUB-07,suburban,2026-05-01 04:00:00,16.08,0,0,221.0
TRP00048402,APT-T2,CBD-01,city_core,2026-05-01 04:00:00,15.58,0,1,272.0
TRP00053257,APT-T1,CBD-02,city_core,2026-05-01 04:00:00,10.22,0,0,153.0
TRP00050272,APT-T1,SUB-07,suburban,2026-05-01 04:00:00,22.48,0,0,355.0
TRP00007697,APT-T1,SUB-11,suburban,2026-05-01 04:00:00,13.23,0,0,187.0
TRP00009727,APT-T2,SUB-07,suburban,2026-05-01 04:00:00,27.54,0,0,410.0
TRP00043287,APT-T1,SUB-07,suburban,2026-05-01 04:00:00,36.08,0,0,521.0
TRP00029088,APT-T1,SUB-07,suburban,2026-05-01 04:00:00,40.18,0,1,583.0
TRP00045434,APT-T1,SUB-07,suburban,2026-05-01 04:00:00,13.82,0,1,251.0
TRP00043209,APT-T2,SUB-07,suburban,2026-05-01 04:00:00,16.94,0,0,257.0
TRP00007611,APT-T2,CBD-01,city_core,2026-05-01 04:00:00,6.98,0,1,155.0
TRP00014291,APT-T1,CBD-02,city_core,2026-05-01 04:00:00,7.76,0,1,155.0
TRP00040856,APT-T1,CBD-02,city_core,2026-05-01 04:00:00,10.31,0,0,177.0
TRP00021233,APT-T2,TECH-03,tech_park,2026-05-01 04:00:00,14.63,0,0,219.0
TRP00020618,APT-T2,SUB-11,suburban,2026-05-01 04:00:00,27.32,0,0,364.0
TRP00022506,APT-T2,SUB-11,suburban,2026-05-01 04:00:00,30.59,0,0,475.0
TRP00055394,APT-T2,CBD-01,city_core,2026-05-01 04:00:00,16.04,0,0,245.0
TRP00015274,APT-T1,TECH-03,tech_park,2026-05-01 04:00:00,10.48,0,1,151.0
TRP00009758,APT-T1,TECH-03,tech_park,2026-05-01 04:00:00,14.74,1,1,237.0
TRP00013952,APT-T1,CBD-01,city_core,2026-05-01 04:00:00,10.05,0,1,142.0
TRP00052544,APT-T1,CBD-01,city_core,2026-05-01 04:00:00,10.21,0,0,190.0
TRP00000661,APT-T2,SUB-07,suburban,2026-05-01 04:00:00,14.96,0,0,250.0
TRP00039901,APT-T1,SUB-11,suburban,2026-05-01 04:00:00,25.19,0,0,392.0
TRP00006426,APT-T1,TECH-03,tech_park,2026-05-01 04:00:00,14.35,0,0,241.0
TRP00008169,APT-T2,CBD-02,city_core,2026-05-01 04:00:00,8.87,0,1,142.0
TRP00015565,APT-T1,CBD-02,city_core,2026-05-01 04:00:00,6.67,0,0,132.0
TRP00015337,APT-T2,SUB-07,suburban,2026-05-01 04:00:00,36.59,0,0,531.0
TRP00058761,APT-T1,TECH-03,tech_park,2026-05-01 04:00:00,21.74,0,1,323.0
TRP00038207,APT-T2,CBD-01,city_core,2026-05-01 04:00:00,8.01,0,0,188.0
TRP00017661,APT-T2,CBD-01,city_core,2026-05-01 04:00:00,14.9,0,1,243.0
TRP00020326,APT-T2,TECH-03,tech_park,2026-05-01 04:00:00,27.71,0,1,416.0
TRP00052217,APT-T2,SUB-11,suburban,2026-05-01 04:00:00,21.43,0,0,285.0
TRP00005387,APT-T2,TECH-03,tech_park,2026-05-01 04:00:00,17.56,0,1,306.0
TRP00057261,APT-T1,CBD-02,city_core,2026-05-01 05:00:00,15.86,0,1,247.0
TRP00016933,APT-T1,CBD-01,city_core,2026-05-01 05:00:00,10.74,0,0,160.0
TRP00016532,APT-T2,CBD-01,city_core,2026-05-01 05:00:00,11.71,0,1,202.0
TRP00006247,APT-T1,CBD-01,city_core,2026-05-01 05:00:00,16.44,0,0,284.0
TRP00028351,APT-T2,SUB-07,suburban,2026-05-01 05:00:00,35.86,0,0,487.0
TRP00029563,APT-T1,CBD-01,city_core,2026-05-01 05:00:00,8.77,0,0,168.0
TRP00056245,APT-T1,CBD-02,city_core,2026-05-01 05:00:00,10.88,0,1,211.0
TRP00033991,APT-T2,CBD-01,city_core,2026-05-01 05:00:00,23.57,0,1,325.0
TRP00050077,APT-T1,CBD-01,city_core,2026-05-01 05:00:00,13.8,0,0,240.0
TRP00001206,APT-T2,CBD-01,city_core,2026-05-01 05:00:00,16.31,1,1,283.0
TRP00006762,APT-T1,CBD-01,city_core,2026-05-01 05:00:00,5.65,1,0,143.0
TRP00030044,APT-T2,CBD-01,city_core,2026-05-01 05:00:00,7.51,0,0,135.0
TRP00031532,APT-T2,SUB-07,suburban,2026-05-01 05:00:00,13.24,0,0,255.0
TRP00052620,APT-T2,TECH-03,tech_park,2026-05-01 05:00:00,17.36,0,0,263.0
TRP00040512,APT-T1,SUB-07,suburban,2026-05-01 05:00:00,30.39,1,0,447.0
TRP00030567,APT-T2,CBD-02,city_core,2026-05-01 05:00:00,3.13,0,0,73.0
TRP00054391,APT-T2,CBD-02,city_core,2026-05-01 05:00:00,18.26,1,1,336.0
TRP00010966,APT-T2,SUB-11,suburban,2026-05-01 05:00:00,27.61,0,0,423.0
TRP00038467,APT-T1,CBD-02,city_core,2026-05-01 05:00:00,6.42,0,1,90.0
TRP00037966,APT-T1,CBD-02,city_core,2026-05-01 05:00:00,18.37,0,1,279.0
TRP00027439,APT-T2,SUB-07,suburban,2026-05-01 05:00:00,29.42,1,0,443.0
TRP00037880,APT-T2,SUB-11,suburban,2026-05-01 05:00:00,37.2,0,0,569.0
TRP00054205,APT-T1,CBD-02,city_core,2026-05-01 05:00:00,6.19,0,1,72.0
TRP00014426,APT-T2,TECH-03,tech_park,2026-05-01 05:00:00,24.01,0,0,345.0
TRP00033625,APT-T1,SUB-11,suburban,2026-05-01 05:00:00,19.48,0,0,307.0
TRP00006965,APT-T1,SUB-07,suburban,2026-05-01 05:00:00,25.34,0,0,368.0
TRP00035198,APT-T1,CBD-01,city_core,2026-05-01 05:00:00,9.52,0,1,175.0
TRP00023933,APT-T1,TECH-03,tech_park,2026-05-01 05:00:00,15.52,0,0,257.0
TRP00051699,APT-T1,SUB-11,suburban,2026-05-01 05:00:00,17.34,0,0,261.0
TRP00054057,APT-T2,SUB-07,suburban,2026-05-01 05:00:00,21.45,0,0,316.0
TRP00014435,APT-T2,SUB-11,suburban,2026-05-01 05:00:00,24.81,0,1,343.0
TRP00051490,APT-T1,SUB-11,suburban,2026-05-01 05:00:00,22.95,0,0,360.0
TRP00025801,APT-T1,SUB-11,suburban,2026-05-01 05:00:00,30.47,0,0,462.0
TRP00048774,APT-T2,SUB-07,suburban,2026-05-01 05:00:00,17.83,0,0,296.0
TRP00019328,APT-T2,TECH-03,tech_park,2026-05-01 05:00:00,14.61,0,1,248.0
TRP00050968,APT-T1,SUB-07,suburban,2026-05-01 05:00:00,19.61,0,0,279.0
TRP00020963,APT-T2,CBD-02,city_core,2026-05-01 05:00:00,6.93,1,0,134.0
TRP00053256,APT-T2,CBD-02,city_core,2026-05-01 05:00:00,20.35,0,0,311.0
TRP00017882,APT-T1,CBD-02,city_core,2026-05-01 05:00:00,17.49,1,0,258.0
TRP00040388,APT-T1,CBD-01,city_core,2026-05-01 05:00:00,6.64,0,1,91.0
TRP00031127,APT-T1,TECH-03,tech_park,2026-05-01 05:00:00,26.99,1,0,378.0
TRP00054255,APT-T1,SUB-07,suburban,2026-05-01 06:00:00,30.52,0,0,475.0
TRP00044337,APT-T1,TECH-03,tech_park,2026-05-01 06:00:00,15.22,0,0,227.0
TRP00059071,APT-T1,TECH-03,tech_park,2026-05-01 06:00:00,11.69,0,1,221.0
TRP00059989,APT-T2,CBD-01,city_core,2026-05-01 06:00:00,30.37,0,1,442.0
TRP00049144,APT-T2,TECH-03,tech_park,2026-05-01 06:00:00,18.68,0,0,296.0
TRP00013129,APT-T2,CBD-01,city_core,2026-05-01 06:00:00,10.42,0,0,205.0
TRP00052415,APT-T1,TECH-03,tech_park,2026-05-01 06:00:00,10.46,0,0,182.0
TRP00027638,APT-T1,SUB-11,suburban,2026-05-01 06:00:00,25.43,0,1,394.0
TRP00006404,APT-T2,TECH-03,tech_park,2026-05-01 06:00:00,24.67,0,0,343.0
TRP00009067,APT-T2,SUB-07,suburban,2026-05-01 06:00:00,21.28,0,0,308.0
TRP00046829,APT-T2,CBD-01,city_core,2026-05-01 06:00:00,17.04,0,1,248.0
TRP00010171,APT-T2,TECH-03,tech_park,2026-05-01 06:00:00,13.65,0,0,220.0
TRP00035535,APT-T1,SUB-07,suburban,2026-05-01 06:00:00,21.28,0,0,326.0
TRP00043681,APT-T1,CBD-02,city_core,2026-05-01 06:00:00,8.89,0,1,167.0
TRP00043068,APT-T2,CBD-02,city_core,2026-05-01 06:00:00,9.23,0,1,196.0
TRP00053069,APT-T2,SUB-07,suburban,2026-05-01 06:00:00,32.05,1,0,466.0
TRP00023871,APT-T2,CBD-02,city_core,2026-05-01 06:00:00,14.26,1,1,229.0
TRP00006899,APT-T2,SUB-07,suburban,2026-05-01 06:00:00,16.58,0,0,265.0
TRP00010453,APT-T1,SUB-11,suburban,2026-05-01 06:00:00,33.16,0,0,483.0
TRP00019400,APT-T2,SUB-11,suburban,2026-05-01 06:00:00,16.15,0,0,239.0
TRP00043177,APT-T2,TECH-03,tech_park,2026-05-01 06:00:00,14.17,0,1,220.0
TRP00020577,APT-T1,CBD-01,city_core,2026-05-01 06:00:00,10.93,0,0,221.0
TRP00001084,APT-T2,SUB-07,suburban,2026-05-01 06:00:00,15.87,0,0,284.0
TRP00021784,APT-T1,TECH-03,tech_park,2026-05-01 06:00:00,12.17,0,1,231.0
TRP00002541,APT-T1,CBD-02,city_core,2026-05-01 06:00:00,16.89,0,1,293.0
TRP00009341,APT-T1,CBD-02,city_core,2026-05-01 06:00:00,9.1,0,0,154.0
TRP00036195,APT-T1,CBD-02,city_core,2026-05-01 06:00:00,14.7,0,0,204.0
TRP00026050,APT-T1,CBD-01,city_core,2026-05-01 06:00:00,8.81,0,0,166.0
TRP00021783,APT-T1,CBD-01,city_core,2026-05-01 06:00:00,3.64,0,1,68.0
TRP00036353,APT-T2,CBD-02,city_core,2026-05-01 06:00:00,7.1,0,1,115.0
TRP00002725,APT-T2,SUB-07,suburban,2026-05-01 06:00:00,18.5,0,0,279.0
TRP00042756,APT-T1,CBD-02,city_core,2026-05-01 06:00:00,15.43,1,0,250.0
TRP00037817,APT-T2,SUB-11,suburban,2026-05-01 06:00:00,44.88,0,1,622.0
TRP00001353,APT-T2,CBD-02,city_core,2026-05-01 06:00:00,13.36,0,0,174.0
TRP00017045,APT-T2,CBD-01,city_core,2026-05-01 06:00:00,7.12,0,1,145.0
TRP00023007,APT-T1,CBD-01,city_core,2026-05-01 06:00:00,11.91,0,1,210.0
TRP00035596,APT-T1,SUB-07,suburban,2026-05-01 06:00:00,26.11,0,0,438.0
TRP00002750,APT-T2,SUB-11,suburban,2026-05-01 06:00:00,24.17,0,0,378.0
TRP00015688,APT-T2,CBD-01,city_core,2026-05-01 06:00:00,19.91,0,0,319.0
TRP00004572,APT-T2,SUB-11,suburban,2026-05-01 06:00:00,17.97,0,1,279.0
TRP00007901,APT-T1,SUB-07,suburban,2026-05-01 06:00:00,22.11,1,0,350.0
TRP00035871,APT-T1,TECH-03,tech_park,2026-05-01 07:00:00,25.73,0,1,429.0
TRP00025016,APT-T1,SUB-07,suburban,2026-05-01 07:00:00,30.63,0,1,449.0
